"Theme","IndDropdown","TimePeriod","Sex","Age","CategoryType","Category","SubCategory","Count","Denominator","Value","LCI","UCI","YAxisLabel","ValueNote"
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","02","West Midlands",NA,NA,75.5,75,76.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","02","Yorkshire and The Humber",NA,NA,75,74.5,75.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","02","Yorkshire and The Humber",NA,NA,75,74.5,75.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","East Midlands",NA,NA,77.6,77.1,78.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","East Midlands",NA,NA,77.6,77.1,78.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","East of England",NA,NA,79.2,78.7,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","East of England",NA,NA,79.2,78.7,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","London",NA,NA,78.7,78.2,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","London",NA,NA,78.7,78.2,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","North East",NA,NA,75.6,74.9,76.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","North East",NA,NA,75.6,74.9,76.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","North West",NA,NA,75.7,75.3,76.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","North West",NA,NA,75.7,75.3,76.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","South East",NA,NA,79.4,79,79.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","South East",NA,NA,79.4,79,79.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","South West",NA,NA,79.1,78.6,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","South West",NA,NA,79.1,78.6,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","West Midlands",NA,NA,75.8,75.3,76.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","West Midlands",NA,NA,75.8,75.3,76.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","Yorkshire and The Humber",NA,NA,75.6,75,76.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","03","Yorkshire and The Humber",NA,NA,75.6,75,76.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","East Midlands",NA,NA,78.6,78.1,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","East Midlands",NA,NA,78.6,78.1,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","East of England",NA,NA,79.5,79,79.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","East of England",NA,NA,79.5,79,79.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","London",NA,NA,79.3,78.8,79.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","London",NA,NA,79.3,78.8,79.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","North East",NA,NA,76.2,75.5,77,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","North East",NA,NA,76.2,75.5,77,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","North West",NA,NA,76.9,76.5,77.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","North West",NA,NA,76.9,76.5,77.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","South East",NA,NA,80.7,80.3,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","South East",NA,NA,80.7,80.3,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","South West",NA,NA,79.7,79.2,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","South West",NA,NA,79.7,79.2,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","West Midlands",NA,NA,77.2,76.7,77.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","West Midlands",NA,NA,77.2,76.7,77.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","Yorkshire and The Humber",NA,NA,78,77.5,78.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","04","Yorkshire and The Humber",NA,NA,78,77.5,78.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","East Midlands",NA,NA,79.2,78.7,79.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","East Midlands",NA,NA,79.2,78.7,79.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","East of England",NA,NA,80.5,80.1,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","East of England",NA,NA,80.5,80.1,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","London",NA,NA,80.3,79.8,80.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","London",NA,NA,80.3,79.8,80.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","North East",NA,NA,77.2,76.5,77.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","North East",NA,NA,77.2,76.5,77.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","North West",NA,NA,78,77.5,78.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","North West",NA,NA,78,77.5,78.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","South East",NA,NA,80.8,80.4,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","South East",NA,NA,80.8,80.4,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","South West",NA,NA,80.4,79.9,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","South West",NA,NA,80.4,79.9,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","West Midlands",NA,NA,78.9,78.4,79.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","West Midlands",NA,NA,78.9,78.4,79.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","Yorkshire and The Humber",NA,NA,78.5,78,79,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","05","Yorkshire and The Humber",NA,NA,78.5,78,79,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","East Midlands",NA,NA,80.1,79.6,80.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","East Midlands",NA,NA,80.1,79.6,80.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","East of England",NA,NA,81.3,80.9,81.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","East of England",NA,NA,81.3,80.9,81.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","London",NA,NA,81.2,80.7,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","London",NA,NA,81.2,80.7,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","North East",NA,NA,78.6,77.9,79.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","North East",NA,NA,78.6,77.9,79.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","North West",NA,NA,79.2,78.8,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","North West",NA,NA,79.2,78.8,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","South East",NA,NA,81.5,81.1,81.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","South East",NA,NA,81.5,81.1,81.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","South West",NA,NA,81.2,80.8,81.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","South West",NA,NA,81.2,80.8,81.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","West Midlands",NA,NA,79.9,79.4,80.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","West Midlands",NA,NA,79.9,79.4,80.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","Yorkshire and The Humber",NA,NA,79.7,79.2,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","06","Yorkshire and The Humber",NA,NA,79.7,79.2,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","East Midlands",NA,NA,81.4,80.9,81.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","East Midlands",NA,NA,81.4,80.9,81.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","East of England",NA,NA,80.9,80.4,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","East of England",NA,NA,80.9,80.4,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","London",NA,NA,81.7,81.3,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","London",NA,NA,81.7,81.3,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","North East",NA,NA,79.4,78.7,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","North East",NA,NA,79.4,78.7,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","North West",NA,NA,80.4,80,80.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","North West",NA,NA,80.4,80,80.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","South East",NA,NA,81.9,81.5,82.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","South East",NA,NA,81.9,81.5,82.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","South West",NA,NA,81.5,81,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","South West",NA,NA,81.5,81,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","West Midlands",NA,NA,80.1,79.7,80.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","West Midlands",NA,NA,80.1,79.7,80.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","Yorkshire and The Humber",NA,NA,80.6,80.1,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","07","Yorkshire and The Humber",NA,NA,80.6,80.1,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","East Midlands",NA,NA,81.5,81,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","East Midlands",NA,NA,81.5,81,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","East of England",NA,NA,81.8,81.3,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","East of England",NA,NA,81.8,81.3,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","London",NA,NA,82.2,81.7,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","London",NA,NA,82.2,81.7,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","North East",NA,NA,80.6,79.9,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","North East",NA,NA,80.6,79.9,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","North West",NA,NA,81.3,80.9,81.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","North West",NA,NA,81.3,80.9,81.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","South East",NA,NA,82.3,82,82.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","South East",NA,NA,82.3,82,82.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","South West",NA,NA,81.8,81.3,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","South West",NA,NA,81.8,81.3,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","West Midlands",NA,NA,81.2,80.7,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","West Midlands",NA,NA,81.2,80.7,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","Yorkshire and The Humber",NA,NA,81,80.5,81.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","08","Yorkshire and The Humber",NA,NA,81,80.5,81.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","East Midlands",NA,NA,81.5,81,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","East Midlands",NA,NA,81.5,81,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","East of England",NA,NA,82.8,82.4,83.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","East of England",NA,NA,82.8,82.4,83.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","London",NA,NA,83.3,82.9,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","London",NA,NA,83.3,82.9,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","North East",NA,NA,81.8,81.1,82.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","North East",NA,NA,81.8,81.1,82.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","North West",NA,NA,82,81.5,82.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","North West",NA,NA,82,81.5,82.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","South East",NA,NA,83.1,82.7,83.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","South East",NA,NA,83.1,82.7,83.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","South West",NA,NA,82.3,81.9,82.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","South West",NA,NA,82.3,81.9,82.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","West Midlands",NA,NA,82,81.5,82.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","West Midlands",NA,NA,82,81.5,82.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","Yorkshire and The Humber",NA,NA,81.7,81.2,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","09","Yorkshire and The Humber",NA,NA,81.7,81.2,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","East Midlands",NA,NA,82.6,82.1,83.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","East Midlands",NA,NA,82.6,82.1,83.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","East of England",NA,NA,83.9,83.4,84.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","East of England",NA,NA,83.9,83.4,84.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","London",NA,NA,84.1,83.6,84.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","London",NA,NA,84.1,83.6,84.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","North East",NA,NA,83.7,83,84.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","North East",NA,NA,83.7,83,84.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","North West",NA,NA,82.5,82.1,83,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","North West",NA,NA,82.5,82.1,83,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","South East",NA,NA,84.1,83.7,84.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","South East",NA,NA,84.1,83.7,84.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","South West",NA,NA,83.2,82.7,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","South West",NA,NA,83.2,82.7,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","West Midlands",NA,NA,83.2,82.7,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","West Midlands",NA,NA,83.2,82.7,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","Yorkshire and The Humber",NA,NA,82.7,82.2,83.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Male","All ages","Deprivation deciles","10 = least deprived","Yorkshire and The Humber",NA,NA,82.7,82.2,83.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","East Midlands",NA,NA,78.7,78.1,79.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","East Midlands",NA,NA,78.7,78.1,79.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","East of England",NA,NA,80.2,79.7,80.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","East of England",NA,NA,80.2,79.7,80.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","London",NA,NA,82.5,82,82.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","London",NA,NA,82.5,82,82.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","North East",NA,NA,77,76.3,77.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","North East",NA,NA,77,76.3,77.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","North West",NA,NA,77.3,76.8,77.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","North West",NA,NA,77.3,76.8,77.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","South East",NA,NA,80.1,79.7,80.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","South East",NA,NA,80.1,79.7,80.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","South West",NA,NA,80,79.5,80.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","South West",NA,NA,80,79.5,80.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","West Midlands",NA,NA,79.2,78.7,79.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","West Midlands",NA,NA,79.2,78.7,79.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","Yorkshire and The Humber",NA,NA,77.7,77.2,78.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","01 = most deprived","Yorkshire and The Humber",NA,NA,77.7,77.2,78.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","East Midlands",NA,NA,80.3,79.8,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","East Midlands",NA,NA,80.3,79.8,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","East of England",NA,NA,82,81.6,82.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","East of England",NA,NA,82,81.6,82.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","London",NA,NA,82.6,82.1,83,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","London",NA,NA,82.6,82.1,83,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","North East",NA,NA,78.4,77.7,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","North East",NA,NA,78.4,77.7,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","North West",NA,NA,79.1,78.7,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","North West",NA,NA,79.1,78.7,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","South East",NA,NA,82,81.6,82.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","South East",NA,NA,82,81.6,82.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","South West",NA,NA,82.9,82.5,83.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","South West",NA,NA,82.9,82.5,83.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","West Midlands",NA,NA,79.8,79.3,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","West Midlands",NA,NA,79.8,79.3,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","Yorkshire and The Humber",NA,NA,79.1,78.5,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","02","Yorkshire and The Humber",NA,NA,79.1,78.5,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","03","East Midlands",NA,NA,81,80.5,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","03","East Midlands",NA,NA,81,80.5,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","03","East of England",NA,NA,82.7,82.3,83.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","03","East of England",NA,NA,82.7,82.3,83.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","03","London",NA,NA,82.8,82.3,83.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","03","London",NA,NA,82.8,82.3,83.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2018","Female","All ages","Deprivation deciles","03","North East",NA,NA,79.6,78.9,80.2,"Life expectancy (years)",NA
